IES,Semestre,Materia,Disciplina,Ementa,,,
IA,7,ações educativas em enfermagem,Enfermagem e Práticas Educativas para Cenários de Aprendizagem,Desenvolver habilidades de ensino e aprendizagem para a prática da enfermagem em diferentes cenários de aprendizagem.,117,,
IA,7,ações educativas em enfermagem,Enfermagem e Ações Educativas para Cenários de Aprendizagem,Compreender e aplicar os fundamentos necessários para o desenvolvimento das ações educativas em saúde inerentes à prática da enfermagem em diferentes cenários de aprendizagem.,175,,
IA,7,ações educativas em enfermagem,Enfermagem e Tecnologias Educativas para Cenários de Aprendizagem,Aplicar tecnologias educativas para melhorar a prática da enfermagem em diferentes cenários de aprendizagem.,108,,
IA,7,ações educativas em enfermagem,Enfermagem e Educação em Saúde para Práticas de Enfermagem,"Compreender e aplicar os fundamentos da educação em saúde para a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",145,,
IA,7,ações educativas em enfermagem,Enfermagem e Práticas Educativas para Práticas de Enfermagem,"Desenvolver habilidades de ensino e aprendizagem para a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",136,,
IA,7,ações educativas em enfermagem,Enfermagem e Ações Educativas para Práticas de Enfermagem,Compreender e aplicar os fundamentos necessários para o desenvolvimento das ações educativas em saúde inerentes à prática da enfermagem em diferentes grupos sociais e cenários de aprendizagem.,192,,
IA,7,ações educativas em enfermagem,Enfermagem e Tecnologias Educativas para Práticas de Enfermagem,"Aplicar tecnologias educativas para melhorar a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",127,,
IA,7,ações educativas em enfermagem,Enfermagem e Educação em Saúde para Profissionais de Saúde,"Compreender e aplicar os fundamentos da educação em saúde para a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",145,,
IA,7,ações educativas em enfermagem,Enfermagem e Práticas Educativas para Profissionais de Saúde,"Desenvolver habilidades de ensino e aprendizagem para a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",136,,
IA,7,ações educativas em enfermagem,Enfermagem e Ações Educativas para Profissionais de Saúde,Compreender e aplicar os fundamentos necessários para o desenvolvimento das ações educativas em saúde inerentes à prática da enfermagem em diferentes grupos sociais e cenários de aprendizagem.,192,,
IA,7,ações educativas em enfermagem,Enfermagem e Tecnologias Educativas para Profissionais de Saúde,"Aplicar tecnologias educativas para melhorar a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",127,,
IA,7,ações educativas em enfermagem,Enfermagem e Educação em Saúde para Cuidados de Enfermagem,"Compreender e aplicar os fundamentos da educação em saúde para a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",145,,
IA,7,ações educativas em enfermagem,Enfermagem e Práticas Educativas para Cuidados de Enfermagem,"Desenvolver habilidades de ensino e aprendizagem para a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",136,,
IA,7,ações educativas em enfermagem,Enfermagem e Ações Educativas para Cuidados de Enfermagem,Compreender e aplicar os fundamentos necessários para o desenvolvimento das ações educativas em saúde inerentes à prática da enfermagem em diferentes grupos sociais e cenários de aprendizagem.,192,,
IA,7,ações educativas em enfermagem,Enfermagem e Tecnologias Educativas para Cuidados de Enfermagem,"Aplicar tecnologias educativas para melhorar a prática da enfermagem, considerando as necessidades de saúde dos grupos sociais.",127,,
IA,7,enfermagem em trauma e emergência,Assistência de Enfermagem em Emergências e Traumas,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Urgência e Emergência para Enfermagem,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Trauma e Emergência em Enfermagem,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Urgência e Trauma,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem de Urgência e Trauma,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Trauma e Urgência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Trauma e Emergência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem de Trauma e Urgência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem de Trauma e Emergência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Urgências e Trauma,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Urgências e Emergência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Emergências e Trauma,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Emergências e Urgência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Trauma,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Urgência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Emergência,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Trauma e Prevenção de Acidentes,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Urgência e Prevenção de Acidentes,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Emergência e Prevenção de Acidentes,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Trauma e Atendimento Pre-Hospitalar,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Urgência e Atendimento Pre-Hospitalar,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais. Situações de risco. Importância da prevenção de acidentes. Atendimento pré-hospitalar básico nas emergências traumáticas e não traumáticas. Cinemática do trauma. Emergências clínicas mais comuns.",378,,
IA,7,enfermagem em trauma e emergência,Enfermagem em Emergência e Atendimento Pre-Hospitalar,"Perfil epidemiológico das urgências e emergências, modalidades, competência e atribuições da equipe de enfermagem no atendimento às urgências e emergências. Aspectos éticos e legais",181,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Trabalho em Equipe e Gestão em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gerenciamento de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Serviços de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Serviços de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Liderança em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Recursos Humanos em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gerenciamento de Recursos Humanos em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Unidades de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Unidades de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Serviços de Saúde em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Serviços de Saúde em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Projetos em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Projetos em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Cuidados de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Cuidados de Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Serviços de Saúde Mental em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Serviços de Saúde Mental em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Serviços de Saúde Infantil em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Serviços de Saúde Infantil em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Serviços de Saúde Geriátrica em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Serviços de Saúde Geriátrica em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Serviços de Saúde em Comunidade em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Gestão de Serviços de Saúde em Comunidade em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,7,organização e gestão em saúde e enfermagem,Administração de Serviços de Saúde em Emergência em Enfermagem,"Estuda o processo de trabalho em saúde, compreendendo as bases teóricas da administração aplicando no processo de enfermagem. Enfoca o processo decisório e liderança vinculando as relações de poder nas organizações de saúde estabelecidas através das relações humanas do trabalho em equipe.",289,,
IA,8,cuidados paliativos em enfermagem,Cuidados de Enfermagem em Situações de Terminalidade,"Capacitação da equipe de enfermagem para prestar cuidados interdisciplinares em situações de terminalidade, com foco na redução do sofrimento e promoção do conforto e dignidade da pessoa com doença grave e sua família. Abordagem das necessidades físicas, emocionais, espirituais e sociais.",289,,
IA,8,cuidados paliativos em enfermagem,Enfermagem em Cuidados Compassivos e Paliativos,"Estudo e aplicação de práticas de enfermagem voltadas para oferecer cuidados compassivos e paliativos, integrando abordagens interdisciplinares. Ênfase na promoção do conforto, redução do sofrimento e preservação da dignidade da pessoa com doença grave e seus familiares. Consideração de todas as dimensões do cuidado.",318,,
IA,8,cuidados paliativos em enfermagem,Cuidados Paliativos e Qualidade de Vida em Enfermagem,"Desenvolvimento de competências da equipe de enfermagem para proporcionar cuidados paliativos integrados com foco na qualidade de vida do paciente e sua família. Abordagem interdisciplinar para atender às necessidades físicas, emocionais, espirituais e sociais, visando reduzir o sofrimento e promover o conforto.",313,,
IA,8,cuidados paliativos em enfermagem,Enfermagem em Cuidados Paliativos Integrados,"Estudo e prática de enfermagem voltados para cuidados paliativos integrados, com ênfase na assistência interdisciplinar. Foco na promoção do conforto, redução do sofrimento e preservação da dignidade da pessoa com doença grave e seus familiares. Consideração das dimensões físicas, emocionais, espirituais e sociais do cuidado.",327,,
IA,8,cuidados paliativos em enfermagem,Cuidados de Enfermagem em Pacientes Terminais e suas Famílias,"Desenvolvimento de habilidades da equipe de enfermagem para prestar cuidados abrangentes a pacientes terminais e suas famílias, com foco na redução do sofrimento e promoção do conforto e dignidade. Abordagem das necessidades físicas, emocionais, espirituais e sociais para garantir uma assistência integral.",307,,
IA,8,cuidados paliativos em enfermagem,Enfermagem em Cuidados de Fim de Vida,"Capacitação da equipe de enfermagem para prestar cuidados de fim de vida de forma interdisciplinar, com foco na redução do sofrimento e promoção do conforto e dignidade do paciente e sua família. Abordagem das necessidades físicas, emocionais, espirituais e sociais para proporcionar uma assistência integral.",309,,
IA,8,cuidados paliativos em enfermagem,Cuidados Humanizados em Situações de Terminalidade em Enfermagem,"Estudo e prática de enfermagem voltados para cuidados humanizados em situações de terminalidade, com ênfase na assistência interdisciplinar. Foco na promoção do conforto, redução do sofrimento e preservação da dignidade da pessoa com doença grave e seus familiares. Consideração das dimensões físicas, emocionais, espirituais e sociais.",336,,
IA,8,cuidados paliativos em enfermagem,Enfermagem em Cuidados de Fim de Vida e Dignidade Humana,"Desenvolvimento de habilidades da equipe de enfermagem para prestar cuidados de fim de vida com dignidade, com foco na redução do sofrimento e promoção do conforto. Abordagem interdisciplinar para atender às necessidades físicas, emocionais, espirituais e sociais do paciente e sua família.",290,,
IA,8,cuidados paliativos em enfermagem,Cuidados Paliativos e Bem-Estar em Enfermagem,"Capacitação da equipe de enfermagem para oferecer cuidados paliativos com foco no bem-estar do paciente e sua família, integrando abordagens interdisciplinares. Ênfase na promoção do conforto, redução do sofrimento e preservação da dignidade, considerando todas as dimensões do cuidado.",286,,
IA,8,cuidados paliativos em enfermagem,Enfermagem em Cuidados de Final de Vida e Conforto,"Estudo e aplicação de práticas de enfermagem voltadas para cuidados de final de vida com foco no conforto do paciente e sua família. Abordagem interdisciplinar para promover o conforto, reduzir o sofrimento e preservar a dignidade, considerando as necessidades físicas, emocionais, espirituais e sociais.",304,,
IA,8,cuidados paliativos em enfermagem,Cuidados Paliativos em Enfermagem: Assistência Integral,"Desenvolvimento de competências da equipe de enfermagem para oferecer uma assistência integral em cuidados paliativos, com foco na redução do sofrimento e promoção do conforto e dignidade da pessoa com doença grave e sua família. Abordagem das necessidades físicas, emocionais, espirituais e sociais para garantir uma assistência de qualidade.",343,,
IA,8,cuidados paliativos em enfermagem,Enfermagem em Cuidados Paliativos: Abordagem Interdisciplinar,"Estudo e prática de enfermagem voltados para cuidados paliativos com abordagem interdisciplinar. Foco na promoção do conforto, redução do sofrimento e preservação da dignidade da pessoa com doença grave e seus familiares. Consideração das dimensões físicas, emocionais, espirituais e sociais do cuidado.",303,,
IA,8,cuidados paliativos em enfermagem,Cuidados de Enfermagem em Situações Paliativas e Humanização,"Desenvolvimento de habilidades da equipe de enfermagem para prestar cuidados em situações paliativas com humanização, integrando abordagens interdisciplinares. Ênfase na promoção do conforto, redução do sofrimento e preservação da dignidade da pessoa com doença grave e seus familiares. Consideração de todas as dimensões do cuidado.",333,,
IA,8,cuidados paliativos em enfermagem,Enfermagem em Cuidados de Fim de Vida e Dignidade do Paciente,"Capacitação da equipe de enfermagem para oferecer cuidados de fim de vida com dignidade, com foco na promoção do conforto e preservação da dignidade do paciente. Abordagem interdisciplinar para atender às necessidades físicas, emocionais, espirituais e sociais do paciente e sua família.",287,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Terapia Intensiva,"Estudo teórico e prático da metodologia da assistência de enfermagem aos pacientes de alto risco que necessitam de cuidados específicos e intensivos. Abordagem das situações de urgência e emergência em unidades de terapia intensiva, com foco na gestão eficaz dos clientes com falência de uma ou mais funções vitais.",315,,
IA,8,enfermagem em unidade de tratamento intensivo,Cuidados de Enfermagem em Unidades de Terapia Intensiva,"Desenvolvimento teórico/prático dos cuidados de enfermagem voltados para clientes de alto risco que requerem cuidados específicos e intensivos. Ênfase na abordagem de situações de urgência e emergência em unidades de terapia intensiva, com ênfase na gestão dos pacientes com disfunção de uma ou mais funções vitais.",315,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Terapia Intensiva: Abordagem Metodológica,"Estudo detalhado da metodologia da assistência de enfermagem em pacientes de alto risco que necessitam de cuidados intensivos. Ênfase na gestão eficiente das situações de urgência e emergência em unidades de terapia intensiva, com atenção especial aos pacientes com falência de uma ou mais funções vitais.",305,,
IA,8,enfermagem em unidade de tratamento intensivo,Assistência de Enfermagem em Unidades de Terapia Intensiva,"Análise teórica e prática da assistência de enfermagem prestada aos pacientes de alto risco que estão sob cuidados específicos e intensivos. Exploração das situações de urgência e emergência em unidades de terapia intensiva, com destaque para a gestão dos clientes com falha em uma ou mais funções vitais.",305,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Terapia Intensiva: Cuidados Específicos e Intensivos,"Estudo abrangente da assistência de enfermagem fornecida aos pacientes de alto risco que necessitam de cuidados específicos e intensivos. Ênfase nas situações de urgência e emergência em unidades de terapia intensiva, com foco na gestão efetiva dos pacientes com falência de uma ou mais funções vitais.",302,,
IA,8,enfermagem em unidade de tratamento intensivo,Abordagem de Enfermagem em Unidades de Terapia Intensiva,"Descrição detalhada da abordagem de enfermagem aplicada aos pacientes de alto risco que estão sob cuidados específicos e intensivos. Exploração das situações de urgência e emergência em unidades de terapia intensiva, com foco na gestão dos clientes com disfunção de uma ou mais funções vitais.",293,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Gestão de Clientes de Alto Risco,"Estudo aprofundado da gestão de clientes de alto risco que necessitam de cuidados específicos e intensivos em unidades de terapia intensiva. Abordagem das situações de urgência e emergência, com ênfase na assistência de enfermagem aos pacientes com falência de uma ou mais funções vitais.",288,,
IA,8,enfermagem em unidade de tratamento intensivo,Cuidados Críticos em Enfermagem,"Análise teórica e prática dos cuidados de enfermagem críticos prestados aos pacientes de alto risco em unidades de tratamento intensivo. Exploração das situações de urgência e emergência, com destaque para a gestão dos pacientes com disfunção de uma ou mais funções vitais.",273,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Estratégias de Assistência e Gestão,"Estudo das estratégias de assistência e gestão utilizadas pela equipe de enfermagem em unidades de terapia intensiva. Ênfase na prestação de cuidados específicos e intensivos aos pacientes de alto risco em situações de urgência e emergência, com foco na gestão dos clientes com falência de uma ou mais funções vitais.",317,,
IA,8,enfermagem em unidade de tratamento intensivo,Gestão de Cuidados em Enfermagem de UTI,"Exploração teórica e prática da gestão dos cuidados de enfermagem em unidades de terapia intensiva. Abordagem das situações de alto risco e cuidados intensivos, com foco na gestão eficiente dos pacientes em situações de urgência e emergência, incluindo aqueles com falência de uma ou mais funções vitais.",304,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Unidade de Terapia Intensiva: Aspectos Metodológicos,"Estudo dos aspectos metodológicos da assistência de enfermagem em unidades de terapia intensiva. Análise teórica e prática das situações de urgência e emergência, com foco na gestão dos pacientes de alto risco e cuidados intensivos, especialmente aqueles com falência de uma ou mais funções vitais.",298,,
